Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1779103843,5,,Aggregated,2.300000,0.000000,140,150,170,190,310,360,490,490,490,490,490,45,5,140,180.9434222199747,134.73370001884177,491.87150003854185,417.1111111111111
1779103844,5,,Aggregated,2.300000,0.000000,140,150,170,190,310,360,490,490,490,490,490,45,5,140,180.9434222199747,134.73370001884177,491.87150003854185,417.1111111111111
1779103845,5,,Aggregated,2.100000,0.000000,140,150,170,180,310,360,490,490,490,490,490,47,5,140,179.35076170041165,134.73370001884177,491.87150003854185,410.21276595744683
1779103846,5,,Aggregated,2.200000,0.000000,140,150,160,170,290,360,450,490,490,490,490,52,5,140,176.02191538249966,134.73370001884177,491.87150003854185,395.28846153846155
1779103847,5,,Aggregated,2.200000,0.000000,140,150,160,170,290,360,450,490,490,490,490,52,5,140,176.02191538249966,134.73370001884177,491.87150003854185,395.28846153846155
1779103848,5,,Aggregated,2.100000,0.000000,140,150,160,170,290,360,450,490,490,490,490,54,5,140,174.6520796279785,134.73370001884177,491.87150003854185,390.0925925925926
1779103849,5,,Aggregated,2.200000,0.000000,140,150,160,180,340,450,450,490,490,490,490,57,5,140,183.74244912155788,134.73370001884177,491.87150003854185,382.9824561403509
1779103850,5,,Aggregated,2.200000,0.000000,140,150,170,190,340,450,450,490,490,490,490,59,5,140,184.16967627028066,134.73370001884177,491.87150003854185,378.64406779661016
1779103851,5,,Aggregated,2.100000,0.000000,140,150,170,190,310,450,450,490,490,490,490,62,5,140,182.82222580596533,134.73370001884177,491.87150003854185,372.66129032258067
1779103852,5,,Aggregated,2.300000,0.000000,140,150,170,190,310,450,450,490,490,490,490,64,5,140,181.4297999990231,134.73370001884177,491.87150003854185,368.984375
1779103853,5,,Aggregated,2.200000,0.000000,140,150,170,190,310,450,450,490,490,490,490,66,5,140,182.0221272717004,134.73370001884177,491.87150003854185,365.530303030303
1779103854,5,,Aggregated,2.300000,0.000000,140,160,170,190,340,450,450,490,490,490,490,69,5,140,185.1440985498113,134.73370001884177,491.87150003854185,360.72463768115944
1779103855,5,,Aggregated,2.100000,0.000000,140,160,170,190,340,450,450,490,490,490,490,70,5,140,184.46460571306358,134.73370001884177,491.87150003854185,359.2142857142857
1779103856,5,,Aggregated,2.100000,0.000000,140,150,170,190,310,450,450,490,490,490,490,71,5,140,183.76326760437837,134.66959999641404,491.87150003854185,357.7464788732394
1779103857,5,,Aggregated,2.200000,0.000000,140,150,170,190,310,450,450,490,490,490,490,75,5,140,181.92806266558668,134.66959999641404,491.87150003854185,352.26666666666665
1779103858,5,,Aggregated,2.100000,0.000000,140,150,170,190,310,450,450,490,490,490,490,77,5,140,181.05035973939584,134.66959999641404,491.87150003854185,349.7402597402597
1779103859,5,,Aggregated,2.200000,0.000000,140,150,170,190,310,450,460,490,490,490,490,81,5,140,183.00365678963172,134.66959999641404,491.87150003854185,345.0617283950617
1779103860,5,,Aggregated,2.100000,0.000000,140,150,170,190,310,450,460,490,490,490,490,83,5,140,181.87861325196832,134.66959999641404,491.87150003854185,342.89156626506025
1779103861,5,,Aggregated,2.200000,0.000000,140,150,170,190,310,450,460,490,490,490,490,84,5,140,181.3734535708569,134.66959999641404,491.87150003854185,341.8452380952381
1779103862,5,,Aggregated,2.300000,0.000000,140,150,180,190,310,450,460,490,490,490,490,88,5,140,181.99026818117338,134.66959999641404,491.87150003854185,337.89772727272725
1779103863,5,,Aggregated,2.100000,0.000000,140,150,170,190,310,450,460,490,490,490,490,90,5,140,181.0614133331304,134.66959999641404,491.87150003854185,336.05555555555554
1779103864,5,,Aggregated,2.300000,0.000000,140,150,170,190,290,450,460,490,490,490,490,93,5,140,180.1609182799165,131.7447000183165,491.87150003854185,333.44086021505376
1779103865,5,,Aggregated,2.300000,0.000000,140,150,170,190,290,450,460,490,490,490,490,95,5,140,179.74000210616444,131.7447000183165,491.87150003854185,331.7894736842105
1779103866,5,,Aggregated,2.300000,0.000000,140,150,170,190,290,450,460,490,490,490,490,98,5,140,178.5245122458092,131.7447000183165,491.87150003854185,329.4387755102041
1779103867,5,,Aggregated,2.600000,0.000000,140,150,170,190,290,450,460,490,490,490,490,100,5,140,178.16692200140096,131.7447000183165,491.87150003854185,327.95
1779103868,5,,Aggregated,2.600000,0.000000,140,150,170,190,290,450,450,460,490,490,490,102,5,140,177.45697451127674,131.7447000183165,491.87150003854185,326.51960784313724
1779103869,5,,Aggregated,2.500000,0.000000,140,150,170,190,290,450,450,460,490,490,490,105,5,140,177.66883714468264,131.7447000183165,491.87150003854185,324.4761904761905
1779103870,5,,Aggregated,2.700000,0.000000,140,150,170,190,290,450,450,460,490,490,490,107,5,140,176.89191495507922,131.7447000183165,491.87150003854185,323.1775700934579
1779103871,5,,Aggregated,2.500000,0.000000,140,150,170,190,290,450,450,460,490,490,490,110,5,140,175.78459636583418,131.7447000183165,491.87150003854185,321.3181818181818
1779103872,5,,Aggregated,2.400000,0.000000,140,150,170,180,240,450,450,460,490,490,490,112,5,140,175.1686250021781,131.7447000183165,491.87150003854185,320.13392857142856
1779103873,5,,Aggregated,2.600000,0.000000,140,150,170,180,240,450,450,460,490,490,490,115,5,140,174.40595913263363,131.7447000183165,491.87150003854185,318.4347826086956
1779103874,5,,Aggregated,2.600000,0.000000,140,150,170,180,240,450,450,460,490,490,490,116,5,140,174.0409465534773,131.7447000183165,491.87150003854185,317.88793103448273
1779103875,5,,Aggregated,2.500000,0.000000,140,150,170,190,290,450,450,460,490,490,490,120,5,140,175.68705333493804,131.7447000183165,491.87150003854185,315.7916666666667
1779103876,5,,Aggregated,2.400000,0.000000,140,150,170,190,280,360,450,460,490,490,490,121,5,140,175.8945801671525,131.7447000183165,491.87150003854185,315.2892561983471
1779103877,5,,Aggregated,2.400000,0.000000,140,150,170,190,280,360,450,460,490,490,490,124,5,140,174.99371048583154,131.7447000183165,491.87150003854185,313.8306451612903
1779103878,5,,Aggregated,2.200000,0.000000,140,150,170,190,280,360,450,460,490,490,490,126,5,140,174.8318150815081,131.7447000183165,491.87150003854185,312.8968253968254
1779103879,5,,Aggregated,2.200000,0.000000,140,150,170,190,280,360,450,460,490,490,490,128,5,140,174.24005625207428,131.7447000183165,491.87150003854185,311.9921875
